Source_Station_Name,Destination_Station_Name,Train_Count
MANGALORE JN,YESVANTPUR JN.,1
MANIKPUR JN.,HAZRAT NIZAMUDDIN JN,1
MANIKPUR JN.,JHANSI JN,1
SANTRAGACHI JN.,ANAND VIHAR TERMINAL,1
MANKAPUR JN.,ALLAHABAD JN.,1
VISAKHAPATNAM,PARADEEP,1
VISAKHAPATNAM,NEW DELHI,1
MANGALORE CENTRAL,LOKMANYA TILAK TERMINUS,1
VISAKHAPATNAM,MACHILIPATNAM,1
SAI NAGAR SHIRDI,PANDHARPUR,1
MANKAPUR JN.,FAIZABAD JN.,1
VISAKHAPATNAM,KORBA,1
SAI NAGAR SHIRDI,MYSORE JN.,1
SAI NAGAR SHIRDI,KALKA,1
VISAKHAPATNAM,KAZIPET JN.,1
MANMAD JN.,DHARMABAD,1
VISAKHAPATNAM,KAKINADA PORT,1
MANMAD JN.,IGATPURI,1
VISAKHAPATNAM,NANDED,1
SANJAN,VIRAR,1
SANTRAGACHI JN.,AJMER JN.,1
VIZIANAGARAM JN.,PALASA,1
VISAKHAPATNAM,YESVANTPUR JN.,1
SAI NAGAR SHIRDI,VISAKHAPATNAM,1
VISAKHAPATNAM,VIZIANAGARAM JN.,1
SAI NAGAR SHIRDI,VIJAYWADA JN.,1
MANGALORE CENTRAL,SANTRAGACHI JN.,1
VISAKHAPATNAM,TUNI,1
MANGALORE CENTRAL,SHRI MATA VAISHNO DEVI KATRA,1
MANGALORE JN,PUNE JN.,1
MANGALORE CENTRAL,SUBRAHMANYA ROAD,1
VISAKHAPATNAM,TATANAGAR JN,1
SAI NAGAR SHIRDI,SECUNDERABAD JN.,1
MANGALORE CENTRAL,YESVANTPUR JN.,1
MANGALORE JN,CST-MUMBAI,1
VISAKHAPATNAM,SRIKAKULAM ROAD,1
VISAKHAPATNAM,SHALIMAR,1
SAI NAGAR SHIRDI,PURI,1
VISAKHAPATNAM,SAI NAGAR SHIRDI,1
MANGALORE JN,KOCHUVELI,1
SAI NAGAR SHIRDI,TIRUPATI,1
MAHBUBABAD,PEDDAPALLI,1
SAMBALPUR JN.,HOWRAH JN.,1
MAHBUBABAD,VIJAYWADA JN.,1
MAHBUBNAGAR,JAKLAIR,1
YESVANTPUR JN.,MUZAFFARPUR JN.,1
MAHBUBNAGAR,MIRZAPALI,1
MAHESANA JN,ABU ROAD,1
MAHESANA JN,AHMEDABAD,1
YESVANTPUR JN.,MANGALORE JN,1
MALDA TOWN,JAMALPUR JN.,1
YESVANTPUR JN.,MACHILIPATNAM,1
YESVANTPUR JN.,KORBA,1
SAMASTIPUR JN.,KATIHAR JN.,1
YESVANTPUR JN.,KAWR,1
MAHUVA,BHAVNAGAR TERMINUS,1
YESVANTPUR JN.,KANNUR,1
YESVANTPUR JN.,KAMAKHYA JN,1
SAMBALPUR JN.,KORAPUT JN.,1
MAHUVA,DHOLA JN,1
SAMBALPUR JN.,MURI,1
YESVANTPUR JN.,MANGALORE CENTRAL,1
SAMASTIPUR JN.,SIWAN JN.,1
SAMASTIPUR JN.,SONPUR JN.,1
YESVANTPUR JN.,SOLAPUR,1
YESVANTPUR JN.,SHRI MATA VAISHNO DEVI KATRA,1
MADURAI JN,DEHRA DUN,1
SAMBALPUR JN.,BANASWADI,1
MADURAI JN,DINDIGUL JN,1
YESVANTPUR JN.,SECUNDERABAD JN.,1
MADURAI JN,HAZRAT NIZAMUDDIN JN,1
YESVANTPUR JN.,PANDHARPUR,1
MADURAI JN,LOKMANYA TILAK TERMINUS,1
YESVANTPUR JN.,SALEM JN.,1
MADURAI JN,PALANI,1
MADURAI JN,PUNALUR,1
YESVANTPUR JN.,PURI,1
YESVANTPUR JN.,PONDICHERRY,1
MADURAI JN,TRIVANDRUM CENTRAL,1
MADURAI JN,VILLUPURAM JN.,1
MAGRAHAT,SEALDAH,1
YESVANTPUR JN.,PATLIPUTRA,1
MADURAI JN,KACHEGUDA,1
YESVANTPUR JN.,DEVANHALLI,1
MAJERHAT,RANAGHAT JN.,1
YESVANTPUR JN.,DELHI-SARAI ROHILLA,1
YESVANTPUR JN.,CHIKMAGALURU,1
YESVANTPUR JN.,CHENNAI CENTRAL,1
YESVANTPUR JN.,CHANDIGARH,1
MAKSI JN,INDORE BG,1
MALDA COURT,BUNIYADPUR,1
YESVANTPUR JN.,BIKANER JN.,1
MAHUVA,RAJULA CITY,1
MALDA TOWN,ANAND VIHAR TERMINAL,1
MALDA TOWN,AZIMGANJ JN.,1
MALDA TOWN,BALURGHAT,1
YESVANTPUR JN.,BIDAR,1
YESVANTPUR JN.,BHAGALPUR,1
YESVANTPUR JN.,BELGAUM,1
MALDA TOWN,BARDDHAMAN JN.,1
YESVANTPUR JN.,BARMER,1
MALDA TOWN,DIGHA FS,1
YESVANTPUR JN.,AHMEDABAD,1
MALDA COURT,SILIGURI JN.,1
MAHUVA,SURAT,1
SAMBALPUR JN.,NANDED,1
SAMBALPUR JN.,PURI,1
MAILANI JN.,TIKUNIA,1
YESVANTPUR JN.,HARIHAR JN.,1
SAMASTIPUR JN.,DARBHANGA JN.,1
MAIRABARI,GUWAHATI,1
YESVANTPUR JN.,JABALPUR,1
YESVANTPUR JN.,INDORE BG,1
SAMBALPUR JN.,RAYAGADA JN.,1
MAJERHAT,NAIHATI JN.,1
YESVANTPUR JN.,HASSAN JN.,1
MAJERHAT,GHUTIARI SHARIF,1
AGARTALA,SEALDAH,1
SAMBALPUR JN.,ROURKELA,1
SALEM JN.,YESVANTPUR JN.,1
SAMBALPUR JN.,VARANASI JN.,1
SALEM JN.,METTUR DAM,1
MAJERHAT,LAKSHMIKANTAPUR,1
MAJERHAT,MADHYAM GRAM,1
YESVANTPUR JN.,ERNAKULAM. JN,1
YESVANTPUR JN.,HATIA,1
VIJAYWADA JN.,BHIMAVARAM JN.,1
SAHARSA JN.,PATNA JN.,1
MHOW,REWA,1
SANTRAGACHI JN.,PORBANDAR,1
VIJAYWADA JN.,BHADRACHALAM ROAD,1
MIDNAPORE,ADRA,1
SAHARSA JN.,JAMALPUR JN.,1
SAHARSA JN.,DAURAM MADHEPURA,1
VIJAYWADA JN.,BANGALORE CANTT.,1
MANMAD JN.,KACHEGUDA,1
VERKA JN.,PATHANKOT JN.,1
SANTRAGACHI JN.,PUNE JN.,1
MIRAJ JN.,CASTLE ROCK,1
VERAVAL MG,KODINAR,1
VERAVAL MG,DELVADA,1
MIRAJ JN.,KURDUVADI JN.,1
MIRAJ JN.,LONDA JN.,1
MIRAJ JN.,PANDHARPUR,1
MIRAJ JN.,PARLI VAIJNATH,1
MIRAJ JN.,SOLAPUR,1
SAHARSA JN.,DANAPUR,1
SAHIBGANJ,BHAGALPUR,1
VIJAYWADA JN.,KAZIPET JN.,1
MEERUT CITY JN.,LUCKNOW JN.,1
MELMARUVATHUR,CHENNAI BEACH,1
SANTRAGACHI JN.,PANSKURA,1
MELMARUVATHUR,VILLUPURAM JN.,1
MEMARI,BANDEL JN.,1
SAHIBGANJ,BARHARWA JN.,1
MENDIPATHAR,GUWAHATI,1
SANTRAGACHI JN.,PONDICHERRY,1
VIJAYWADA JN.,HOWRAH JN.,1
SAHIBABAD,DELHI JN.,1
VIJAYWADA JN.,DORNAKAL JN.,1
SANTRAGACHI JN.,PARADEEP,1
MERTA ROAD JN.,RATANAGARH JN,1
METTUPALAIYAM JN.,CHENNAI CENTRAL,1
VIJAYWADA JN.,DHARMAVARAM JN.,1
METTUPALAIYAM JN.,UDHAGAMANDALAM,1
METTUR DAM,ERODE JN.,1
METTUR DAM,SALEM JN.,1
SAHIBGANJ,AZIMGANJ JN.,1
SANTRAGACHI JN.,RAJKOT,1
SAHARANPUR JN.,DEHRA DUN,1
MOOR MARKET,ENNORE,1
SANTRAGACHI JN.,TIRUPATI,1
SAHARANPUR JN.,CHANDIGARH,1
MOOR MARKET,PONNERI,1
TIRUPATI,VILLUPURAM JN.,1
VASCO-DA-GAMA,TIRUPATI,1
VASCO-DA-GAMA,PATNA JN.,1
VERAVAL,TRIVANDRUM CENTRAL,1
MOOR MARKET,TIRUPATI,1
VASCO-DA-GAMA,HAZRAT NIZAMUDDIN JN,1
VASCO-DA-GAMA,CHENNAI CENTRAL,1
MORADABAD JN.,ALIGARH JN.,1
MORADABAD JN.,ANAND VIHAR TERMINAL,1
VARANASI JN.,VADODARA JN.,1
MORADABAD JN.,CHANDAUSI JN.,1
SASARAM,PATNA JN.,1
MORADABAD JN.,GAJRAULA JN.,1
VARANASI JN.,UDHNA JN.,1
VASCO-DA-GAMA,HOWRAH JN.,1
MIRYALAGUDA,PIDUGURALLA,1
MIRZAPALI,BODHAN,1
MIRZAPALI,KACHEGUDA,1
VERAVAL,RAJKOT,1
SAHARANPUR JN.,SHAMLI,1
VERAVAL,PUNE JN.,1
MOGA,NEW DELHI,1
VERAVAL,BANDRA TERMINUS,1
VELLORE CANTT,CHENNAI BEACH,1
SAHARANPUR JN.,MORADABAD JN.,1
VELACHEERY,PONNERI,1
VELANKANNI,VASCO-DA-GAMA,1
MOKAMA JN.,DANAPUR,1
SANTRAGACHI JN.,PURI,1
SAHARANPUR JN.,FARUKHNAGAR,1
MOKAMA JN.,HOWRAH JN.,1
VELANKANNI,KARAIKAL,1
MOKAMA JN.,JASIDIH JN.,1
MOKAMA JN.,KIUL JN.,1
SANTRAGACHI JN.,PURULIA JN.,1
VELACHEERY,SULLURUPETTA,1
SAHARANPUR JN.,LUCKNOW JN.,1
MANUGURU,KAZIPET JN.,1
SAI NAGAR SHIRDI,HOWRAH JN.,1
MARIANI JN.,DIMAPUR,1
MARIANI JN.,GUWAHATI,1
VIRUDUNAGAR JN,KARAIKKUDI,1
MARIKUPPAM,BANASWADI,1
VIRAR,VALSAD,1
VIRAR,SURAT,1
VIRAR,SANJAN,1
MEERUT CITY JN.,ANAND VIHAR TERMINAL,1
MARWAR JN.,AJMER JN.,1
VIRAR,CHURCHGATE,1
VIRAR,BHARUCH JN.,1
VIRAMGAM JN,VALSAD,1
MATHURA JN.,ALWAR JN.,1
MATHURA JN.,BAYANA,1
MATHURA JN.,BHIWANI JN.,1
MATHURA JN.,CHHAPRA JN.,1
VIRAMGAM JN,OKHA,1
MATHURA JN.,GHAZIABAD JN.,1
MARKAPUR ROAD,GUNTUR JN.,1
VISAKHAPATNAM,HYDERABAD DECCAN,1
MANMAD JN.,LOKMANYA TILAK TERMINUS,1
MANMAD JN.,NAGARSOL,1
SAI NAGAR SHIRDI,KAKINADA PORT,1
VISAKHAPATNAM,GUNUPUR,1
VISAKHAPATNAM,GUNTUR JN.,1
VISAKHAPATNAM,GANDHIDHAM JN.,1
MANMAD JN.,PUNE JN.,1
VISAKHAPATNAM,DURG,1
SANTRAGACHI JN.,JABALPUR,1
VISAKHAPATNAM,DIGHA FS,1
SAI NAGAR SHIRDI,JALNA,1
MANNARGUDI,BHAGAT-KI-KOTHI,1
MANNARGUDI,CHENNAI EGMORE,1
MANNARGUDI,COIMBATORE  JN.,1
MANNARGUDI,MAYILADUTURAI JN.,1
VISAKHAPATNAM,BHAGAT-KI-KOTHI,1
VISAKHAPATNAM,AMRITSAR JN.,1
MANNARGUDI,TIRUCHIRAPPALLI JN.,1
MANNARGUDI,TIRUPATI,1
MANMAD JN.,SECUNDERABAD JN.,1
VIKRABAD JN.,GUNTUR JN.,1
SANTRAGACHI JN.,KHARAGPUR,1
SAI NAGAR SHIRDI,CHENNAI CENTRAL,1
VIJAYWADA JN.,SAI NAGAR SHIRDI,1
VIJAYWADA JN.,RAYAGADA JN.,1
SANTRAGACHI JN.,MANGALORE CENTRAL,1
MECHEDA,DIGHA FS,1
SANTRAGACHI JN.,MECHEDA,1
MECHEDA,SANTRAGACHI JN.,1
MATHURA JN.,HOWRAH JN.,1
SAHIBGANJ,MALDA TOWN,1
MEDCHAL,KACHEGUDA,1
VIJAYWADA JN.,QUILON,1
MEDCHAL,NANDED,1
SANTRAGACHI JN.,NANDED,1
VIJAYWADA JN.,MAHBUBABAD,1
MEERUT CANT,REWARI JN.,1
SAHIBGANJ,DANAPUR,1
MEERUT CITY JN.,ALLAHABAD JN.,1
MEERUT CITY JN.,AMBALA CANTT JN,1
MECHEDA,SHALIMAR,1
MATHURA JN.,JAIPUR JN.,1
SAI NAGAR SHIRDI,DAUND JN.,1
SANTRAGACHI JN.,JHARGRAM,1
MATHURA JN.,KURUKSHETRA JN.,1
MATHURA JN.,NEW DELHI,1
VILLUPURAM JN.,TAMBARAM,1
VILLUPURAM JN.,PURULIA JN.,1
MATHURA JN.,RATLAM JN,1
VILLUPURAM JN.,MELMARUVATHUR,1
MATHURA JN.,SAWAI MADHOPUR JN,1
MAYILADUTURAI JN.,MYSORE JN.,1
MAU JN.,ALLAHABAD CITY,1
MAU JN.,ANAND VIHAR TERMINAL,1
MAU JN.,CHHAPRA JN.,1
MAU JN.,VARANASI CITY,1
VILLUPURAM JN.,KHARAGPUR,1
VILLUPURAM JN.,KATPADI JN,1
MAYILADUTURAI JN.,COIMBATORE  JN.,1
MAYILADUTURAI JN.,DINDIGUL JN,1
VIKRABAD JN.,KACHEGUDA,1
MAYILADUTURAI JN.,MANNARGUDI,1
VILLUPURAM JN.,MADURAI JN,1
PUNE JN.,KAZIPET JN.,1
SITAMARHI,ANAND VIHAR TERMINAL,1
SIRSA,TILAK BRIDGE,1
PUNE JN.,MANDUADIH,1
RANCHI,DUMKA,1
PUNE JN.,MANGALORE JN,1
PUNE JN.,MANMAD JN.,1
SIRSA,SIRSA,1
PUNE JN.,NANDED,1
NEW DELHI,KOSI KALAN,1
PUNE JN.,NEW BHUJ,1
PUNE JN.,NIZAMABAD,1
RANCHI,DHANBAD JN.,1
PUNE JN.,SANTRAGACHI JN.,1
PUNE JN.,SATARA,1
PUNE JN.,SECUNDERABAD JN.,1
SIRPUR TOWN,KAZIPET JN.,1
SIRPUR TOWN,KARIM NAGAR,1
RANCHI,DEOGHAR,1
PUNE JN.,VERAVAL,1
SIRSA,LUDHIANA JN.,1
PUNE JN.,CHHATRAPATI SHAHU MAHARAJ TERMINUS,1
SECUNDERABAD JN.,NAGPUR JN.(CR),1
SITAPUR CITY JN.,SHAHJAHANPUR JN,1
PUNE JN.,DANAPUR,1
SITAPUR CITY JN.,KANPUR CENTRAL JN.,1
PUNE JN.,DARBHANGA JN.,1
SITAPUR CITY JN.,GONDA JN.,1
SITAPUR CITY JN.,DELHI JN.,1
SITAPUR CANTT,SHAHJAHANPUR JN,1
PUNE JN.,KARJAT,1
SITAPUR CANTT,GONDA JN.,1
RANCHI,GARBETA,1
SITAPUR CANTT,BALAMAU JN.,1
SITAMARHI,RAXAUL JN.,1
PUNE JN.,HYDERABAD DECCAN,1
SITAMARHI,NEW JALPAIGURI JN,1
PUNE JN.,JABALPUR,1
SECUNDERABAD JN.,PORBANDAR,1
PUNE JN.,JAIPUR JN.,1
PUNE JN.,JAMMU TAWI,1
PUNE JN.,GWALIOR JN,1
RANCHI,BOKARO STEEL CITY,1
PURI,KOLKATA,1
SIMALUGURI JN.,DIBRUGARH TOWN,1
SILIGURI JN.,RADHIKAPUR,1
PURI,OKHA,1
SILIGURI JN.,NEW COOCH BEHAR,1
PURI,PARADEEP,1
SILIGURI JN.,NEW BONGAIGAON  JN.,1
SILIGURI JN.,MALDA COURT,1
RANCHI,CHOPAN,1
PURI,PATNA JN.,1
SILIGURI JN.,DINHATA,1
RANCHI,BHAGALPUR,1
PURI,ROURKELA,1
PURI,SAI NAGAR SHIRDI,1
PURI,SAMBALPUR JN.,1
SILIGURI JN.,DHUBRI,1
PURI,SEALDAH,1
PURI,SHALIMAR,1
PURI,SURAT,1
SILIGURI JN.,HALDIBARI,1
PURI,AJMER JN.,1
SINGRAULI,VARANASI JN.,1
PURI,ANGUL,1
PURI,BARBIL,1
PURI,BIKANER JN.,1
SINGRAULI,JABALPUR,1
PURI,CHENNAI CENTRAL,1
PURI,CUTTACK JN.,1
SINGRAULI,GARWA ROAD JN.,1
SINDRI TOWN,NSC BOSE J GOMO,1
PURI,DURG,1
SINGRAULI,BHOPAL,1
PURI,GUNUPUR,1
PURI,HARIDWAR JN,1
PURI,HATIA,1
SINGRAULI,BAREILLY JN.,1
SINGHABAD,OLD MALDA,1
SECUNDERABAD JN.,PUNE JN.,1
PURI,JAYNAGAR,1
PURI,JODHPUR JN.,1
PURI,DIGHA FS,1
SONPUR JN.,BARAUNI JN.,1
RANCHI,VARANASI JN.,1
SONIPAT,SAHIBABAD,1
RANCHI,TORI,1
SONARPUR JN.,DIAMOND HARBOUR,1
POLLACHI,COIMBATORE  JN.,1
POLLACHI,PALANI,1
SONARPUR JN.,BARUIPUR JN.,1
PONDICHERRY,BHUBANESWAR,1
PUNE JN.,BILASPUR JN.,1
PONDICHERRY,DADAR,1
PONDICHERRY,HOWRAH JN.,1
PONDICHERRY,KANNIYAKUMARI,1
SONAMUKHI PH,BANKURA,1
PONDICHERRY,NEW DELHI,1
PONDICHERRY,SANTRAGACHI JN.,1
RANCHI,PATNA JN.,1
SOMNATH,PORBANDAR,1
SOMNATH,OKHA,1
MADURAI JN,CHENGALPATTU,1
SONARDIH,PHULWARTANR,1
PENDLIMARRI,CUDDAPAH,1
SULTANPUR JN.,AHMEDABAD,1
PENDRA ROAD,BILASPUR JN.,1
SECUNDERABAD JN.,HUBLI JN.,1
RANGAPARA NORTH,DEKARGAON,1
SULLURUPETTA,GUMMIDIPUNDI,1
PETRAPOLE,KOLKATA,1
SECUNDERABAD JN.,HYDERABAD DECCAN,1
PHAPHUND,SHIKOHABAD JN.,1
SECUNDERABAD JN.,KAKINADA PORT,1
SUBRAHMANYA ROAD,MANGALORE CENTRAL,1
PHULERA JN.,JAIPUR JN.,1
SECUNDERABAD JN.,JAIPUR JN.,1
PHULWARTANR,JHARGRAM,1
ST. THOMAS MOUNT,CHENNAI BEACH,1
SRI SATYA SAI PRASANTI NILAYAM,HOWRAH JN.,1
PHULWARTANR,SONARDIH,1
PIDUGURALLA,MIRYALAGUDA,1
SRI SATYA SAI PRASANTI NILAYAM,CHENNAI CENTRAL,1
SONPUR JN.,SAMASTIPUR JN.,1
PHEPHNA JN.,VARANASI CITY,1
SOLAPUR,GUNTAKAL JN.,1
PRAYAG JN.,GHAZIPUR CITY,1
PRAYAG JN.,JAUNPUR JN.,1
SOLAPUR,GADAG JN.,1
SOLAPUR,FALAKNUMA,1
PRINCEP GHAT,BARASAT JN.,1
SOLAPUR,DHARWAD,1
PUNALUR,KANNIYAKUMARI,1
PUNALUR,MADURAI JN,1
PONDICHERRY,YESVANTPUR JN.,1
SECUNDERABAD JN.,MANMAD JN.,1
SOLAPUR,CHHATRAPATI SHAHU MAHARAJ TERMINUS,1
RANCHI,KAMAKHYA JN,1
PUNE JN.,AJNI,1
SIWAN JN.,SAMASTIPUR JN.,1
SIWAN JN.,KAPTANGANJ JN.,1
PUNE JN.,BHAGAT-KI-KOTHI,1
PUNE JN.,BHUBANESWAR,1
RANCHI,JAYNAGAR,1
PUNE JN.,BHUSAVAL JN.,1
PUNALUR,PALAKKAD JN,1
PONNERI,CHENNAI BEACH,1
PONNERI,MOOR MARKET,1
PONNERI,TIRUVALLUR,1
PONNERI,VELACHEERY,1
SOMNATH,AHMEDABAD,1
PORBANDAR,DELHI-SARAI ROHILLA,1
SECUNDERABAD JN.,LOKMANYA TILAK TERMINUS,1
PORBANDAR,HOWRAH JN.,1
PORBANDAR,KANALUS,1
PORBANDAR,KOCHUVELI,1
PRAYAG JN.,CHANDIGARH,1
SOLAPUR,YESVANTPUR JN.,1
PORBANDAR,MUZAFFARPUR JN.,1
SOLAPUR,MYSORE JN.,1
PORBANDAR,SANTRAGACHI JN.,1
SOLAPUR,MIRAJ JN.,1
PORBANDAR,SECUNDERABAD JN.,1
PORBANDAR,SOMNATH,1
PRATAP NAGAR,CHHOTA UDEPUR,1
SECUNDERABAD JN.,MACHILIPATNAM,1
RANCHI,LOKMANYA TILAK TERMINUS,1
PORBANDAR,MUMBAI CENTRAL,1
SHEOPUR KALAN,SABALGARH,1
RAJENDRANAGAR TERMINAL,JAYNAGAR,1
RAJENDRANAGAR TERMINAL,KAMAKHYA JN,1
RAJENDRANAGAR TERMINAL,LOKMANYA TILAK TERMINUS,1
SHEOPUR KALAN,GWALIOR (NG),1
RAJENDRANAGAR TERMINAL,NEW JALPAIGURI JN,1
SHANTIPUR JN.,KRISHNA NAGAR CITY JN.,1
SHANTIPUR JN.,BANGAON JN.,1
SHAMLI,SAHARANPUR JN.,1
PURI,TALCHER,1
RAJGIR,HOWRAH JN.,1
RAJGIR,NEW DELHI,1
SHALIMAR,VISAKHAPATNAM,1
RAJIM,KENDRI,1
RAMPUR HAT,KATWA JN.,1
SHALIMAR,UDAIPUR CITY,1
RAJKOT,COIMBATORE  JN.,1
RAJKOT,DELHI-SARAI ROHILLA,1
SHAHJAHANPUR JN,BALAMAU JN.,1
RAJKOT,REWA,1
RAJGIR,FATUHA,1
RAIPUR JN.,ITWARI JN.,1
RAIPUR JN.,JUNAGARH ROAD,1
SHORANUR JN.,CALICUT,1
RAIPUR JN.,LUCKNOW JN.,1
SHIMOGA TOWN,TALGUPPA,1
RAIPUR JN.,TITLA GARH JN.,1
RAIPUR JN.,VISAKHAPATNAM,1
SHIMOGA TOWN,MYSORE JN.,1
SHAHGANJ JN.,AUNRIHAR JN.,1
RAJENDRANAGAR TERMINAL,JAMMU TAWI,1
RAJAHMUNDRY,RAVIKAMPADU,1
SHIMOGA TOWN,CHIKMAGALURU,1
RAJENDRANAGAR TERMINAL,AJMER JN.,1
SHIMOGA TOWN,BIRUR JN.,1
RAJENDRANAGAR TERMINAL,AMBALA CANTT JN,1
RAJENDRANAGAR TERMINAL,BANKA,1
SHIKOHABAD JN.,PHAPHUND,1
RAJENDRANAGAR TERMINAL,DURG,1
RAJENDRANAGAR TERMINAL,HOWRAH JN.,1
SHIKOHABAD JN.,KASGANJ JN.,1
RAJAHMUNDRY,NARASAPUR,1
SHALIMAR,CHENNAI CENTRAL,1
SHALIMAR,BHOJUDIH JN.,1
RAMESWARAM,TIRUCHIRAPPALLI JN.,1
RAMESWARAM,TIRUPATI,1
SHALIMAR,BHANJPUR,1
SHALIMAR,ADRA,1
RAMNAGAR,AGRA  FORT,1
SHAKUR BASTI,NEW DELHI,1
SHAKUR BASTI,MATHURA JN.,1
RAJKOT,SANTRAGACHI JN.,1
RAMNAGAR,BANDRA TERMINUS,1
SHAKUR BASTI,BALLABGARH,1
RAMNAGAR,CHANDIGARH,1
RAMNAGAR,HARIDWAR JN,1
RAMNAGAR,KASHIPUR JN,1
SHAKTINAGAR,BAREILLY JN.,1
RAMPUR HAT,ANDAL JN.,1
SHAHJAHANPUR JN,SITAPUR CITY JN.,1
SHAHJAHANPUR JN,SITAPUR CANTT,1
SHAHJAHANPUR JN,LUCKNOW JN.,1
SHAKUR BASTI,DANKAUR,1
RAJKOT,SECUNDERABAD JN.,1
SHALIMAR,TRIVANDRUM CENTRAL,1
RAMPUR HAT,GAYA JN.,1
RAJKOT,VERAVAL,1
RAMPUR HAT,DUMKA,1
SHALIMAR,PURI,1
RAJKOT,WANKANER,1
RAJPIPLA,ANKLESHWAR JN.,1
RAJULA CITY,MAHUVA,1
SHALIMAR,PATNA JN.,1
RAMESWARAM,OKHA,1
RAMESWARAM,BHUBANESWAR,1
SHALIMAR,NAGERCOIL JN.,1
SHALIMAR,MECHEDA,1
SHALIMAR,LOKMANYA TILAK TERMINUS,1
SHALIMAR,JAIPUR JN.,1
RAMESWARAM,COIMBATORE  JN.,1
RAMESWARAM,FAIZABAD JN.,1
RAMESWARAM,KANNIYAKUMARI,1
SHALIMAR,GORAKHPUR JN.,1
RAMESWARAM,MANDUADIH,1
SHALIMAR,NEW BHUJ,1
SILCHAR,DHARMANAGAR,1
SILCHAR,BHAIRABI,1
PURULIA JN.,ADRA,1
SILCHAR,AGARTALA,1
PURULIA JN.,ASANSOL MAIN,1
RANCHI,AJMER JN.,1
SIKAR JN.,FATEHPUR-SHEKHAWATI,1
PURULIA JN.,KHARAGPUR,1
PURULIA JN.,VILLUPURAM JN.,1
RAIPUR JN.,GUDUM,1
SIKAR JN.,CHURU,1
PUSHKAR TERMINUS,AJMER JN.,1
QADIAN,AMRITSAR JN.,1
SHRIPAT SHRIKHANDA,BARDDHAMAN JN.,1
SHRI MATA VAISHNO DEVI KATRA,YESVANTPUR JN.,1
QUILON,ALLEPPEY,1
SHRI MATA VAISHNO DEVI KATRA,RISHIKESH,1
SHRI MATA VAISHNO DEVI KATRA,MANGALORE CENTRAL,1
SHRI MATA VAISHNO DEVI KATRA,LUCKNOW JN.,1
SHRI MATA VAISHNO DEVI KATRA,KOTA,1
SECUNDERABAD JN.,SIRPURKAGHAZ NAGAR,1
PURI,TIRUPATI,1
RANCHI,ASANSOL MAIN,1
SILIGURI JN.,BALURGHAT,1
PURI,VALSAD,1
SILIGURI JN.,ALIPUR DUAR JN.,1
SILGHAT TOWN,GUWAHATI,1
PURI,YESVANTPUR JN.,1
PURNA  JN.,ADILABAD,1
SECUNDERABAD JN.,RAJKOT,1
SILCHAR,DULLABCHERRA,1
SILCHAR,VANGAICHUNGPAO,1
PURNA  JN.,HYDERABAD DECCAN,1
PURNA  JN.,PARLI VAIJNATH,1
PURNA  JN.,PATNA JN.,1
PURNEA COURT,PATNA JN.,1
SECUNDERABAD JN.,REPALLE,1
SILCHAR,SEALDAH,1
SILCHAR,NEW DELHI,1
SECUNDERABAD JN.,SAI NAGAR SHIRDI,1
RANCHI,ANAND VIHAR TERMINAL,1
SILGHAT TOWN,ALIPUR DUAR JN.,1
SHRI GANGANAGAR,TIRUCHIRAPPALLI JN.,1
RAGHUNATHPUR,PATNA JN.,1
SHRI GANGANAGAR,REWARI JN.,1
SHRI GANGANAGAR,NANDED,1
SHRI GANGANAGAR,KOTA,1
RAICHUR,BIJAPUR JN,1
RAICHUR,GADWAL,1
SECUNDERABAD JN.,VIKRABAD JN.,1
SHRI GANGANAGAR,JAMMU TAWI,1
SHRI MATA VAISHNO DEVI KATRA,KANNIYAKUMARI,1
SHRI GANGANAGAR,HOWRAH JN.,1
SHRI GANGANAGAR,HARIDWAR JN,1
RAIGARH,GONDIA JN.,1
RAIGARH,HAZRAT NIZAMUDDIN JN,1
SHRI GANGANAGAR,FIROZPUR CANTT JN.,1
SHRI GANGANAGAR,DELHI JN.,1
SECUNDERABAD JN.,YESVANTPUR JN.,1
RAMTEK,NAGPUR JN.(CR),1
SHORANUR JN.,TRIVANDRUM CENTRAL,1
SHORANUR JN.,ERNAKULAM. JN,1
RAICHUR,KACHEGUDA,1
QUILON,KAKINADA TOWN,1
QUILON,KANNIYAKUMARI,1
SHRI MATA VAISHNO DEVI KATRA,KAMAKHYA JN,1
QUILON,KOTTAYAM,1
QUILON,NARASAPUR,1
SHRI MATA VAISHNO DEVI KATRA,KALKA,1
SHRI MATA VAISHNO DEVI KATRA,JAMNAGAR,1
QUILON,NIZAMABAD,1
SHRI MATA VAISHNO DEVI KATRA,JABALPUR,1
SHRI MATA VAISHNO DEVI KATRA,INDORE BG,1
SECUNDERABAD JN.,UMDANAGAR,1
QUILON,VIJAYWADA JN.,1
SECUNDERABAD JN.,TANDUR,1
R BLOCK HALT,DIGHA GHAT,1
SHRI MATA VAISHNO DEVI KATRA,CHENNAI CENTRAL,1
RADHIKAPUR,KOLKATA,1
RADHIKAPUR,SILIGURI JN.,1
SHRI MATA VAISHNO DEVI KATRA,BANDRA TERMINUS,1
RAE BARELI JN.,JAUNPUR JN.,1
SHRI MATA VAISHNO DEVI KATRA,ANAND VIHAR TERMINAL,1
RAE BARELI JN.,PARTAPGARH JN.,1
SHRI MATA VAISHNO DEVI KATRA,HAPA,1
